series_id	year	period	value	footnote_codes
CUSR0000SAG      	1976	M08	        57.3	        
CUSR0000SAG      	1976	M09	        57.5	        
CUSR0000SAG      	1976	M10	        57.8	        
CUSR0000SAG      	1976	M11	        58.2	        
CUSR0000SAG      	1976	M12	        58.5	        
CUSR0000SAG      	1977	M01	        58.9	        
CUSR0000SAG      	1977	M02	        59.1	        
CUSR0000SAG      	1977	M03	        59.3	        
CUSR0000SAG      	1977	M04	        59.6	        
CUSR0000SAG      	1977	M05	        59.8	        
CUSR0000SAG      	1977	M06	        60.2	        
CUSR0000SAG      	1977	M07	        60.5	        
CUSR0000SAG      	1977	M08	        60.6	        
CUSR0000SAG      	1977	M09	        60.9	        
CUSR0000SAG      	1977	M10	        61.5	        
CUSR0000SAG      	1977	M11	        62.0	        
CUSR0000SAG      	1977	M12	        62.2	        
CUSR0000SAG      	1978	M01	        62.5	        
CUSR0000SAG      	1978	M02	        62.7	        
CUSR0000SAG      	1978	M03	        62.9	        
CUSR0000SAG      	1978	M04	        63.2	        
CUSR0000SAG      	1978	M05	        63.6	        
CUSR0000SAG      	1978	M06	        63.9	        
CUSR0000SAG      	1978	M07	        64.7	        
CUSR0000SAG      	1978	M08	        65.1	        
CUSR0000SAG      	1978	M09	        65.5	        
CUSR0000SAG      	1978	M10	        65.7	        
CUSR0000SAG      	1978	M11	        66.0	        
CUSR0000SAG      	1978	M12	        66.2	        
CUSR0000SAG      	1979	M01	        66.7	        
CUSR0000SAG      	1979	M02	        67.2	        
CUSR0000SAG      	1979	M03	        67.7	        
CUSR0000SAG      	1979	M04	        68.0	        
CUSR0000SAG      	1979	M05	        68.4	        
CUSR0000SAG      	1979	M06	        68.7	        
CUSR0000SAG      	1979	M07	        69.1	        
CUSR0000SAG      	1979	M08	        69.8	        
CUSR0000SAG      	1979	M09	        70.2	        
CUSR0000SAG      	1979	M10	        70.4	        
CUSR0000SAG      	1979	M11	        70.8	        
CUSR0000SAG      	1979	M12	        71.3	        
CUSR0000SAG      	1980	M01	        72.2	        
CUSR0000SAG      	1980	M02	        72.9	        
CUSR0000SAG      	1980	M03	        73.4	        
CUSR0000SAG      	1980	M04	        73.8	        
CUSR0000SAG      	1980	M05	        74.5	        
CUSR0000SAG      	1980	M06	        75.1	        
CUSR0000SAG      	1980	M07	        75.6	        
CUSR0000SAG      	1980	M08	        76.0	        
CUSR0000SAG      	1980	M09	        76.8	        
CUSR0000SAG      	1980	M10	        77.1	        
CUSR0000SAG      	1980	M11	        77.7	        
CUSR0000SAG      	1980	M12	        78.6	        
CUSR0000SAG      	1981	M01	        79.2	        
CUSR0000SAG      	1981	M02	        79.7	        
CUSR0000SAG      	1981	M03	        80.3	        
CUSR0000SAG      	1981	M04	        80.9	        
CUSR0000SAG      	1981	M05	        81.9	        
CUSR0000SAG      	1981	M06	        82.5	        
CUSR0000SAG      	1981	M07	        83.0	        
CUSR0000SAG      	1981	M08	        83.5	        
CUSR0000SAG      	1981	M09	        84.5	        
CUSR0000SAG      	1981	M10	        85.3	        
CUSR0000SAG      	1981	M11	        85.7	        
CUSR0000SAG      	1981	M12	        86.3	        
CUSR0000SAG      	1982	M01	        86.9	        
CUSR0000SAG      	1982	M02	        87.7	        
CUSR0000SAG      	1982	M03	        88.6	        
CUSR0000SAG      	1982	M04	        89.3	        
CUSR0000SAG      	1982	M05	        89.9	        
CUSR0000SAG      	1982	M06	        90.4	        
CUSR0000SAG      	1982	M07	        91.1	        
CUSR0000SAG      	1982	M08	        91.6	        
CUSR0000SAG      	1982	M09	        92.8	        
CUSR0000SAG      	1982	M10	        94.3	        
CUSR0000SAG      	1982	M11	        95.5	        
CUSR0000SAG      	1982	M12	        96.7	        
CUSR0000SAG      	1983	M01	        97.9	        
CUSR0000SAG      	1983	M02	        98.7	        
CUSR0000SAG      	1983	M03	        99.0	        
CUSR0000SAG      	1983	M04	        99.7	        
CUSR0000SAG      	1983	M05	       100.0	        
CUSR0000SAG      	1983	M06	       100.6	        
CUSR0000SAG      	1983	M07	       101.8	        
CUSR0000SAG      	1983	M08	       102.5	        
CUSR0000SAG      	1983	M09	       102.5	        
CUSR0000SAG      	1983	M10	       103.3	        
CUSR0000SAG      	1983	M11	       104.0	        
CUSR0000SAG      	1983	M12	       104.4	        
CUSR0000SAG      	1984	M01	       105.2	        
CUSR0000SAG      	1984	M02	       105.7	        
CUSR0000SAG      	1984	M03	       106.2	        
CUSR0000SAG      	1984	M04	       106.6	        
CUSR0000SAG      	1984	M05	       106.9	        
CUSR0000SAG      	1984	M06	       107.6	        
CUSR0000SAG      	1984	M07	       108.5	        
CUSR0000SAG      	1984	M08	       108.9	        
CUSR0000SAG      	1984	M09	       109.6	        
CUSR0000SAG      	1984	M10	       110.0	        
CUSR0000SAG      	1984	M11	       110.4	        
CUSR0000SAG      	1984	M12	       110.8	        
CUSR0000SAG      	1985	M01	       111.7	        
CUSR0000SAG      	1985	M02	       112.4	        
CUSR0000SAG      	1985	M03	       112.8	        
CUSR0000SAG      	1985	M04	       113.2	        
CUSR0000SAG      	1985	M05	       113.7	        
CUSR0000SAG      	1985	M06	       114.1	        
CUSR0000SAG      	1985	M07	       115.0	        
CUSR0000SAG      	1985	M08	       115.4	        
CUSR0000SAG      	1985	M09	       116.2	        
CUSR0000SAG      	1985	M10	       116.6	        
CUSR0000SAG      	1985	M11	       117.1	        
CUSR0000SAG      	1985	M12	       117.8	        
CUSR0000SAG      	1986	M01	       118.8	        
CUSR0000SAG      	1986	M02	       119.3	        
CUSR0000SAG      	1986	M03	       119.8	        
CUSR0000SAG      	1986	M04	       120.2	        
CUSR0000SAG      	1986	M05	       120.6	        
CUSR0000SAG      	1986	M06	       120.9	        
CUSR0000SAG      	1986	M07	       121.9	        
CUSR0000SAG      	1986	M08	       122.5	        
CUSR0000SAG      	1986	M09	       123.3	        
CUSR0000SAG      	1986	M10	       123.6	        
CUSR0000SAG      	1986	M11	       123.9	        
CUSR0000SAG      	1986	M12	       124.3	        
CUSR0000SAG      	1987	M01	       125.2	        
CUSR0000SAG      	1987	M02	       125.8	        
CUSR0000SAG      	1987	M03	       126.3	        
CUSR0000SAG      	1987	M04	       126.9	        
CUSR0000SAG      	1987	M05	       127.5	        
CUSR0000SAG      	1987	M06	       128.0	        
CUSR0000SAG      	1987	M07	       128.7	        
CUSR0000SAG      	1987	M08	       128.9	        
CUSR0000SAG      	1987	M09	       130.0	        
CUSR0000SAG      	1987	M10	       130.7	        
CUSR0000SAG      	1987	M11	       131.4	        
CUSR0000SAG      	1987	M12	       132.1	        
CUSR0000SAG      	1988	M01	       132.8	        
CUSR0000SAG      	1988	M02	       133.8	        
CUSR0000SAG      	1988	M03	       134.6	        
CUSR0000SAG      	1988	M04	       135.2	        
CUSR0000SAG      	1988	M05	       135.9	        
CUSR0000SAG      	1988	M06	       136.5	        
CUSR0000SAG      	1988	M07	       137.3	        
CUSR0000SAG      	1988	M08	       138.3	        
CUSR0000SAG      	1988	M09	       138.7	        
CUSR0000SAG      	1988	M10	       139.6	        
CUSR0000SAG      	1988	M11	       140.4	        
CUSR0000SAG      	1988	M12	       141.1	        
CUSR0000SAG      	1989	M01	       142.8	        
CUSR0000SAG      	1989	M02	       143.6	        
CUSR0000SAG      	1989	M03	       144.4	        
CUSR0000SAG      	1989	M04	       145.2	        
CUSR0000SAG      	1989	M05	       146.1	        
CUSR0000SAG      	1989	M06	       147.2	        
CUSR0000SAG      	1989	M07	       148.2	        
CUSR0000SAG      	1989	M08	       149.3	        
CUSR0000SAG      	1989	M09	       150.1	        
CUSR0000SAG      	1989	M10	       150.9	        
CUSR0000SAG      	1989	M11	       151.6	        
CUSR0000SAG      	1989	M12	       152.8	        
CUSR0000SAG      	1990	M01	       153.5	        
CUSR0000SAG      	1990	M02	       154.3	        
CUSR0000SAG      	1990	M03	       155.2	        
CUSR0000SAG      	1990	M04	       156.2	        
CUSR0000SAG      	1990	M05	       157.2	        
CUSR0000SAG      	1990	M06	       158.6	        
CUSR0000SAG      	1990	M07	       160.2	        
CUSR0000SAG      	1990	M08	       161.0	        
CUSR0000SAG      	1990	M09	       161.5	        
CUSR0000SAG      	1990	M10	       162.3	        
CUSR0000SAG      	1990	M11	       163.4	        
CUSR0000SAG      	1990	M12	       164.4	        
CUSR0000SAG      	1991	M01	       165.9	        
CUSR0000SAG      	1991	M02	       166.9	        
CUSR0000SAG      	1991	M03	       167.9	        
CUSR0000SAG      	1991	M04	       169.2	        
CUSR0000SAG      	1991	M05	       169.7	        
CUSR0000SAG      	1991	M06	       170.9	        
CUSR0000SAG      	1991	M07	       171.9	        
CUSR0000SAG      	1991	M08	       172.8	        
CUSR0000SAG      	1991	M09	       174.7	        
CUSR0000SAG      	1991	M10	       175.4	        
CUSR0000SAG      	1991	M11	       176.5	        
CUSR0000SAG      	1991	M12	       177.4	        
CUSR0000SAG      	1992	M01	       177.9	        
CUSR0000SAG      	1992	M02	       179.0	        
CUSR0000SAG      	1992	M03	       179.8	        
CUSR0000SAG      	1992	M04	       180.7	        
CUSR0000SAG      	1992	M05	       182.1	        
CUSR0000SAG      	1992	M06	       182.4	        
CUSR0000SAG      	1992	M07	       183.6	        
CUSR0000SAG      	1992	M08	       184.4	        
CUSR0000SAG      	1992	M09	       185.8	        
CUSR0000SAG      	1992	M10	       186.9	        
CUSR0000SAG      	1992	M11	       187.3	        
CUSR0000SAG      	1992	M12	       189.0	        
CUSR0000SAG      	1993	M01	       190.3	        
CUSR0000SAG      	1993	M02	       191.1	        
CUSR0000SAG      	1993	M03	       192.2	        
CUSR0000SAG      	1993	M04	       192.9	        
CUSR0000SAG      	1993	M05	       193.9	        
CUSR0000SAG      	1993	M06	       194.1	        
CUSR0000SAG      	1993	M07	       194.9	        
CUSR0000SAG      	1993	M08	       193.8	        
CUSR0000SAG      	1993	M09	       191.9	        
CUSR0000SAG      	1993	M10	       192.4	        
CUSR0000SAG      	1993	M11	       193.1	        
CUSR0000SAG      	1993	M12	       194.0	        
CUSR0000SAG      	1994	M01	       194.6	        
CUSR0000SAG      	1994	M02	       195.0	        
CUSR0000SAG      	1994	M03	       195.6	        
CUSR0000SAG      	1994	M04	       196.8	        
CUSR0000SAG      	1994	M05	       197.6	        
CUSR0000SAG      	1994	M06	       198.7	        
CUSR0000SAG      	1994	M07	       199.3	        
CUSR0000SAG      	1994	M08	       199.8	        
CUSR0000SAG      	1994	M09	       200.1	        
CUSR0000SAG      	1994	M10	       200.8	        
CUSR0000SAG      	1994	M11	       201.5	        
CUSR0000SAG      	1994	M12	       202.3	        
CUSR0000SAG      	1995	M01	       202.6	        
CUSR0000SAG      	1995	M02	       204.0	        
CUSR0000SAG      	1995	M03	       204.2	        
CUSR0000SAG      	1995	M04	       204.7	        
CUSR0000SAG      	1995	M05	       205.7	        
CUSR0000SAG      	1995	M06	       206.4	        
CUSR0000SAG      	1995	M07	       207.0	        
CUSR0000SAG      	1995	M08	       208.0	        
CUSR0000SAG      	1995	M09	       208.9	        
CUSR0000SAG      	1995	M10	       209.6	        
CUSR0000SAG      	1995	M11	       210.4	        
CUSR0000SAG      	1995	M12	       210.8	        
CUSR0000SAG      	1996	M01	       211.7	        
CUSR0000SAG      	1996	M02	       212.5	        
CUSR0000SAG      	1996	M03	       213.1	        
CUSR0000SAG      	1996	M04	       213.7	        
CUSR0000SAG      	1996	M05	       214.9	        
CUSR0000SAG      	1996	M06	       215.1	        
CUSR0000SAG      	1996	M07	       215.8	        
CUSR0000SAG      	1996	M08	       216.4	        
CUSR0000SAG      	1996	M09	       217.0	        
CUSR0000SAG      	1996	M10	       217.6	        
CUSR0000SAG      	1996	M11	       218.5	        
CUSR0000SAG      	1996	M12	       218.4	        
CUSR0000SAG      	1997	M01	       219.7	        
CUSR0000SAG      	1997	M02	       220.5	        
CUSR0000SAG      	1997	M03	       221.5	        
CUSR0000SAG      	1997	M04	       223.1	        
CUSR0000SAG      	1997	M05	       223.9	        
CUSR0000SAG      	1997	M06	       224.2	        
CUSR0000SAG      	1997	M07	       224.8	        
CUSR0000SAG      	1997	M08	       225.9	        
CUSR0000SAG      	1997	M09	       226.8	        
CUSR0000SAG      	1997	M10	       228.3	        
CUSR0000SAG      	1997	M11	       229.2	        
CUSR0000SAG      	1997	M12	       229.8	        
CUSR0000SAG      	1998	M01	       231.3	        
CUSR0000SAG      	1998	M02	       233.1	        
CUSR0000SAG      	1998	M03	       232.4	        
CUSR0000SAG      	1998	M04	       234.7	        
CUSR0000SAG      	1998	M05	       236.7	        
CUSR0000SAG      	1998	M06	       236.4	        
CUSR0000SAG      	1998	M07	       237.8	        
CUSR0000SAG      	1998	M08	       238.0	        
CUSR0000SAG      	1998	M09	       240.4	        
CUSR0000SAG      	1998	M10	       241.3	        
CUSR0000SAG      	1998	M11	       240.5	        
CUSR0000SAG      	1998	M12	       250.3	        
CUSR0000SAG      	1999	M01	       255.5	        
CUSR0000SAG      	1999	M02	       254.9	        
CUSR0000SAG      	1999	M03	       253.1	        
CUSR0000SAG      	1999	M04	       255.9	        
CUSR0000SAG      	1999	M05	       255.6	        
CUSR0000SAG      	1999	M06	       255.7	        
CUSR0000SAG      	1999	M07	       258.3	        
CUSR0000SAG      	1999	M08	       257.7	        
CUSR0000SAG      	1999	M09	       262.7	        
CUSR0000SAG      	1999	M10	       263.2	        
CUSR0000SAG      	1999	M11	       263.0	        
CUSR0000SAG      	1999	M12	       263.3	        
CUSR0000SAG      	2000	M01	       264.8	        
CUSR0000SAG      	2000	M02	       266.7	        
CUSR0000SAG      	2000	M03	       267.8	        
CUSR0000SAG      	2000	M04	       271.7	        
CUSR0000SAG      	2000	M05	       270.0	        
CUSR0000SAG      	2000	M06	       269.5	        
CUSR0000SAG      	2000	M07	       272.3	        
CUSR0000SAG      	2000	M08	       271.7	        
CUSR0000SAG      	2000	M09	       274.8	        
CUSR0000SAG      	2000	M10	       273.0	        
CUSR0000SAG      	2000	M11	       276.3	        
CUSR0000SAG      	2000	M12	       274.5	        
CUSR0000SAG      	2001	M01	       276.0	        
CUSR0000SAG      	2001	M02	       277.2	        
CUSR0000SAG      	2001	M03	       277.4	        
CUSR0000SAG      	2001	M04	       281.1	        
CUSR0000SAG      	2001	M05	       279.9	        
CUSR0000SAG      	2001	M06	       281.1	        
CUSR0000SAG      	2001	M07	       285.9	        
CUSR0000SAG      	2001	M08	       283.4	        
CUSR0000SAG      	2001	M09	       287.9	        
CUSR0000SAG      	2001	M10	       285.6	        
CUSR0000SAG      	2001	M11	       289.3	        
CUSR0000SAG      	2001	M12	       286.8	        
CUSR0000SAG      	2002	M01	       287.5	        
CUSR0000SAG      	2002	M02	       290.1	        
CUSR0000SAG      	2002	M03	       288.2	        
CUSR0000SAG      	2002	M04	       292.5	        
CUSR0000SAG      	2002	M05	       291.3	        
CUSR0000SAG      	2002	M06	       294.4	        
CUSR0000SAG      	2002	M07	       294.5	        
CUSR0000SAG      	2002	M08	       296.1	        
CUSR0000SAG      	2002	M09	       297.2	        
CUSR0000SAG      	2002	M10	       295.4	        
CUSR0000SAG      	2002	M11	       295.7	        
CUSR0000SAG      	2002	M12	       296.0	        
CUSR0000SAG      	2003	M01	       296.7	        
CUSR0000SAG      	2003	M02	       297.4	        
CUSR0000SAG      	2003	M03	       297.1	        
CUSR0000SAG      	2003	M04	       297.7	        
CUSR0000SAG      	2003	M05	       297.8	        
CUSR0000SAG      	2003	M06	       298.0	        
CUSR0000SAG      	2003	M07	       299.1	        
CUSR0000SAG      	2003	M08	       299.8	        
CUSR0000SAG      	2003	M09	       300.2	        
CUSR0000SAG      	2003	M10	       300.3	        
CUSR0000SAG      	2003	M11	       300.2	        
CUSR0000SAG      	2003	M12	       300.6	        
CUSR0000SAG      	2004	M01	       301.7	        
CUSR0000SAG      	2004	M02	       302.0	        
CUSR0000SAG      	2004	M03	       302.7	        
CUSR0000SAG      	2004	M04	       303.2	        
CUSR0000SAG      	2004	M05	       303.4	        
CUSR0000SAG      	2004	M06	       303.8	        
CUSR0000SAG      	2004	M07	       305.1	        
CUSR0000SAG      	2004	M08	       305.9	        
CUSR0000SAG      	2004	M09	       306.5	        
CUSR0000SAG      	2004	M10	       306.9	        
CUSR0000SAG      	2004	M11	       307.4	        
CUSR0000SAG      	2004	M12	       308.2	        
CUSR0000SAG      	2005	M01	       309.6	        
CUSR0000SAG      	2005	M02	       310.5	        
CUSR0000SAG      	2005	M03	       310.9	        
CUSR0000SAG      	2005	M04	       311.2	        
CUSR0000SAG      	2005	M05	       312.1	        
CUSR0000SAG      	2005	M06	       312.2	        
CUSR0000SAG      	2005	M07	       314.0	        
CUSR0000SAG      	2005	M08	       314.9	        
CUSR0000SAG      	2005	M09	       315.2	        
CUSR0000SAG      	2005	M10	       315.4	        
CUSR0000SAG      	2005	M11	       316.5	        
CUSR0000SAG      	2005	M12	       317.6	        
CUSR0000SAG      	2006	M01	       318.4	        
CUSR0000SAG      	2006	M02	       318.9	        
CUSR0000SAG      	2006	M03	       319.7	        
CUSR0000SAG      	2006	M04	       319.6	        
CUSR0000SAG      	2006	M05	       319.9	        
CUSR0000SAG      	2006	M06	       321.3	        
CUSR0000SAG      	2006	M07	       321.4	        
CUSR0000SAG      	2006	M08	       322.2	        
CUSR0000SAG      	2006	M09	       323.6	        
CUSR0000SAG      	2006	M10	       324.3	        
CUSR0000SAG      	2006	M11	       324.6	        
CUSR0000SAG      	2006	M12	       326.9	        
CUSR0000SAG      	2007	M01	     329.324	        
CUSR0000SAG      	2007	M02	     330.358	        
CUSR0000SAG      	2007	M03	     330.746	        
CUSR0000SAG      	2007	M04	     331.238	        
CUSR0000SAG      	2007	M05	     332.370	        
CUSR0000SAG      	2007	M06	     333.240	        
CUSR0000SAG      	2007	M07	     333.636	        
CUSR0000SAG      	2007	M08	     334.011	        
CUSR0000SAG      	2007	M09	     335.072	        
CUSR0000SAG      	2007	M10	     335.718	        
CUSR0000SAG      	2007	M11	     336.539	        
CUSR0000SAG      	2007	M12	     337.628	        
CUSR0000SAG      	2008	M01	     339.214	        
CUSR0000SAG      	2008	M02	     340.205	        
CUSR0000SAG      	2008	M03	     341.433	        
CUSR0000SAG      	2008	M04	     342.819	        
CUSR0000SAG      	2008	M05	     344.316	        
CUSR0000SAG      	2008	M06	     345.724	        
CUSR0000SAG      	2008	M07	     347.013	        
CUSR0000SAG      	2008	M08	     347.691	        
CUSR0000SAG      	2008	M09	     348.427	        
CUSR0000SAG      	2008	M10	     349.266	        
CUSR0000SAG      	2008	M11	     349.164	        
CUSR0000SAG      	2008	M12	     349.221	        
CUSR0000SAG      	2009	M01	     350.554	        
CUSR0000SAG      	2009	M02	     351.351	        
CUSR0000SAG      	2009	M03	     360.757	        
CUSR0000SAG      	2009	M04	     369.865	        
CUSR0000SAG      	2009	M05	     369.539	        
CUSR0000SAG      	2009	M06	     370.441	        
CUSR0000SAG      	2009	M07	     373.032	        
CUSR0000SAG      	2009	M08	     373.331	        
CUSR0000SAG      	2009	M09	     374.470	        
CUSR0000SAG      	2009	M10	     375.476	        
CUSR0000SAG      	2009	M11	     376.742	        
CUSR0000SAG      	2009	M12	     377.436	        
CUSR0000SAG      	2010	M01	     377.727	        
CUSR0000SAG      	2010	M02	     378.029	        
CUSR0000SAG      	2010	M03	     378.614	        
CUSR0000SAG      	2010	M04	     378.758	        
CUSR0000SAG      	2010	M05	     380.191	        
CUSR0000SAG      	2010	M06	     381.100	        
CUSR0000SAG      	2010	M07	     382.831	        
CUSR0000SAG      	2010	M08	     383.804	        
CUSR0000SAG      	2010	M09	     383.444	        
CUSR0000SAG      	2010	M10	     382.698	        
CUSR0000SAG      	2010	M11	     383.801	        
CUSR0000SAG      	2010	M12	     384.476	        
CUSR0000SAG      	2011	M01	     384.657	        
CUSR0000SAG      	2011	M02	     385.482	        
CUSR0000SAG      	2011	M03	     385.545	        
CUSR0000SAG      	2011	M04	     386.226	        
CUSR0000SAG      	2011	M05	     386.125	        
CUSR0000SAG      	2011	M06	     386.544	        
CUSR0000SAG      	2011	M07	     386.088	        
CUSR0000SAG      	2011	M08	     386.871	        
CUSR0000SAG      	2011	M09	     388.321	        
CUSR0000SAG      	2011	M10	     389.023	        
CUSR0000SAG      	2011	M11	     390.809	        
CUSR0000SAG      	2011	M12	     391.069	        
CUSR0000SAG      	2012	M01	     391.455	        
CUSR0000SAG      	2012	M02	     391.221	        
CUSR0000SAG      	2012	M03	     392.109	        
CUSR0000SAG      	2012	M04	     393.178	        
CUSR0000SAG      	2012	M05	     393.560	        
CUSR0000SAG      	2012	M06	     394.369	        
CUSR0000SAG      	2012	M07	     395.113	        
CUSR0000SAG      	2012	M08	     395.837	        
CUSR0000SAG      	2012	M09	     396.005	        
CUSR0000SAG      	2012	M10	     396.370	        
CUSR0000SAG      	2012	M11	     396.766	        
CUSR0000SAG      	2012	M12	     396.873	        
CUSR0000SAG      	2013	M01	     397.188	        
CUSR0000SAG      	2013	M02	     398.291	        
CUSR0000SAG      	2013	M03	     399.455	        
CUSR0000SAG      	2013	M04	     400.657	        
CUSR0000SAG      	2013	M05	     400.586	        
CUSR0000SAG      	2013	M06	     400.578	        
CUSR0000SAG      	2013	M07	     401.052	        
CUSR0000SAG      	2013	M08	     402.087	        
CUSR0000SAG      	2013	M09	     402.456	        
CUSR0000SAG      	2013	M10	     402.588	        
CUSR0000SAG      	2013	M11	     403.177	        
CUSR0000SAG      	2013	M12	     403.905	        
CUSR0000SAG      	2014	M01	     404.831	        
CUSR0000SAG      	2014	M02	     405.917	        
CUSR0000SAG      	2014	M03	     406.863	        
CUSR0000SAG      	2014	M04	     407.401	        
CUSR0000SAG      	2014	M05	     407.690	        
CUSR0000SAG      	2014	M06	     408.095	        
CUSR0000SAG      	2014	M07	     408.181	        
CUSR0000SAG      	2014	M08	     408.647	        
CUSR0000SAG      	2014	M09	     408.940	        
CUSR0000SAG      	2014	M10	     410.238	        
CUSR0000SAG      	2014	M11	     409.934	        
CUSR0000SAG      	2014	M12	     410.457	        
CUSR0000SAG      	2015	M01	     412.264	        
CUSR0000SAG      	2015	M02	     411.839	        
CUSR0000SAG      	2015	M03	     412.514	        
CUSR0000SAG      	2015	M04	     412.589	        
CUSR0000SAG      	2015	M05	     413.323	        
